	Gene1	Gene2	dist	strand	pred
569	KVP08_004285	KVP08_004290	184	1	False
570	KVP08_004290	KVP08_004295	136	1	False
571	KVP08_004305	KVP08_004310	30	1	True
572	KVP08_004310	KVP08_004315	365	1	False
573	KVP08_004315	KVP08_004320	455	1	False
574	KVP08_004325	KVP08_004330	161	-1	False
575	KVP08_004330	KVP08_004335	10	-1	True
576	KVP08_004340	KVP08_004345	1048	1	False
577	KVP08_004345	KVP08_004350	196	1	False
578	KVP08_004350	KVP08_004355	169	1	False
579	KVP08_004355	KVP08_004360	286	1	False
580	KVP08_004370	KVP08_004375	472	1	False
581	KVP08_004375	KVP08_004380	-3	1	True
582	KVP08_004380	KVP08_004385	259	1	False
583	KVP08_004385	KVP08_004390	98	1	False
584	KVP08_004390	KVP08_004395	-3	1	True
585	KVP08_004395	KVP08_004400	88	1	True
586	KVP08_004400	KVP08_004405	29	1	True
587	KVP08_004405	KVP08_004410	141	1	False
588	KVP08_004410	KVP08_004415	15	1	True
589	KVP08_004415	KVP08_004420	94	1	False
590	KVP08_004420	KVP08_004425	11	1	True
591	KVP08_004425	KVP08_004430	45	1	True
592	KVP08_004430	KVP08_004435	54	1	True
593	KVP08_004435	KVP08_004440	344	1	False
594	KVP08_004445	KVP08_004450	244	-1	False
595	KVP08_004450	KVP08_004455	160	-1	False
596	KVP08_004455	KVP08_004460	137	-1	False
597	KVP08_004465	KVP08_004470	96	1	False
598	KVP08_004470	KVP08_004475	101	1	False
599	KVP08_004475	KVP08_004480	9	1	True
600	KVP08_004480	KVP08_004485	12	1	True
601	KVP08_004485	KVP08_004490	97	1	False
602	KVP08_004490	KVP08_004495	41	1	True
603	KVP08_004495	KVP08_004500	233	1	False
604	KVP08_004500	KVP08_004505	11	1	True
605	KVP08_004505	KVP08_004510	0	1	True
606	KVP08_004515	KVP08_004520	22	-1	True
607	KVP08_004525	KVP08_004530	20	1	True
608	KVP08_004530	KVP08_004535	164	1	False
609	KVP08_004540	KVP08_004545	124	-1	False
610	KVP08_004550	KVP08_004555	-3	1	True
611	KVP08_004555	KVP08_004560	98	1	False
612	KVP08_004565	KVP08_004570	83	-1	True
613	KVP08_004570	KVP08_004575	12	-1	True
614	KVP08_004575	KVP08_004580	19	-1	True
615	KVP08_004580	KVP08_004585	93	-1	False
616	KVP08_004585	KVP08_004590	-3	-1	True
617	KVP08_004590	KVP08_004595	83	-1	True
618	KVP08_004600	KVP08_004605	22	1	True
619	KVP08_004605	KVP08_004610	19	1	True
620	KVP08_004610	KVP08_004615	284	1	False
621	KVP08_004620	KVP08_004625	237	-1	False
622	KVP08_004625	KVP08_004630	-7	-1	True
623	KVP08_004630	KVP08_004635	332	-1	False
624	KVP08_004635	KVP08_004640	160	-1	False
625	KVP08_004640	KVP08_004645	512	-1	False
626	KVP08_004650	KVP08_004655	87	1	True
627	KVP08_004665	KVP08_004670	300	1	False
628	KVP08_004680	KVP08_004685	15	1	True
629	KVP08_004685	KVP08_004690	213	1	False
630	KVP08_004690	KVP08_004695	28	1	True
631	KVP08_004695	KVP08_004700	-3	1	True
632	KVP08_004700	KVP08_004705	23	1	True
633	KVP08_004705	KVP08_004710	203	1	False
634	KVP08_004715	KVP08_004720	97	-1	False
635	KVP08_004720	KVP08_004725	22	-1	True
636	KVP08_004725	KVP08_004730	56	-1	True
637	KVP08_004730	KVP08_004735	15	-1	True
638	KVP08_004735	KVP08_004740	7	-1	True
639	KVP08_004740	KVP08_004745	221	-1	False
640	KVP08_004750	KVP08_004755	-3	1	True
641	KVP08_004755	KVP08_004760	90	1	True
642	KVP08_004760	KVP08_004765	56	1	True
643	KVP08_004765	KVP08_004770	47	1	True
644	KVP08_004775	KVP08_004780	75	-1	True
645	KVP08_004780	KVP08_004785	79	-1	True
646	KVP08_004785	KVP08_004790	715	-1	False
647	KVP08_004790	KVP08_004795	-10	-1	True
648	KVP08_004795	KVP08_004800	215	-1	False
649	KVP08_004805	KVP08_004810	235	1	False
650	KVP08_004810	KVP08_004815	510	1	False
651	KVP08_004815	KVP08_004820	2	1	True
652	KVP08_004825	KVP08_004830	-3	-1	True
653	KVP08_004830	KVP08_004835	10	-1	True
654	KVP08_004835	KVP08_004840	184	-1	False
655	KVP08_004860	KVP08_004865	9	-1	True
656	KVP08_004865	KVP08_004870	0	-1	True
657	KVP08_004870	KVP08_004875	27	-1	True
658	KVP08_004875	KVP08_004880	351	-1	False
659	KVP08_004890	KVP08_004895	146	-1	False
660	KVP08_004895	KVP08_004900	51	-1	True
661	KVP08_004905	KVP08_004910	15	1	True
662	KVP08_004915	KVP08_004920	176	-1	False
663	KVP08_004920	KVP08_004940	732	-1	False
664	KVP08_004945	KVP08_004950	4	1	True
665	KVP08_004950	KVP08_004955	118	1	False
666	KVP08_004965	KVP08_004985	6354	1	False
667	KVP08_004985	KVP08_004990	12	1	True
668	KVP08_004990	KVP08_004995	9	1	True
669	KVP08_005000	KVP08_005005	159	-1	False
670	KVP08_005010	KVP08_005015	142	1	False
671	KVP08_005015	KVP08_005020	184	1	False
672	KVP08_005020	KVP08_005025	0	1	True
673	KVP08_005025	KVP08_005030	157	1	False
674	KVP08_005035	KVP08_005040	153	-1	False
675	KVP08_005040	KVP08_005045	0	-1	True
676	KVP08_005045	KVP08_005050	243	-1	False
677	KVP08_005055	KVP08_005060	45	1	True
678	KVP08_005060	KVP08_005065	-7	1	True
679	KVP08_005065	KVP08_005070	224	1	False
680	KVP08_005075	KVP08_005080	217	-1	False
681	KVP08_005080	KVP08_005085	21	-1	True
682	KVP08_005085	KVP08_005090	249	-1	False
683	KVP08_005090	KVP08_005095	240	-1	False
684	KVP08_005100	KVP08_005105	109	1	False
685	KVP08_005125	KVP08_005130	66	1	True
686	KVP08_005130	KVP08_005135	33	1	True
687	KVP08_005135	KVP08_005140	10	1	True
688	KVP08_005140	KVP08_005145	0	1	True
689	KVP08_005145	KVP08_005150	2	1	True
690	KVP08_005150	KVP08_005155	216	1	False
691	KVP08_005155	KVP08_005160	1	1	True
692	KVP08_005160	KVP08_005165	5	1	True
693	KVP08_005165	KVP08_005170	-3	1	True
694	KVP08_005170	KVP08_005175	9	1	True
695	KVP08_005175	KVP08_005180	-3	1	True
696	KVP08_005185	KVP08_005190	153	-1	False
697	KVP08_005195	KVP08_005200	193	1	False
698	KVP08_005210	KVP08_005215	98	1	False
699	KVP08_005215	KVP08_005220	37	1	True
700	KVP08_005230	KVP08_005235	0	1	True
701	KVP08_005235	KVP08_005240	29	1	True
702	KVP08_005240	KVP08_005245	223	1	False
703	KVP08_005245	KVP08_005250	59	1	True
704	KVP08_005250	KVP08_005255	44	1	True
705	KVP08_005255	KVP08_005260	139	1	False
706	KVP08_005260	KVP08_005265	340	1	False
707	KVP08_005270	KVP08_005275	186	-1	False
708	KVP08_005275	KVP08_005280	18	-1	True
709	KVP08_005280	KVP08_005285	52	-1	True
710	KVP08_005290	KVP08_005295	137	1	False
711	KVP08_005295	KVP08_005300	146	1	False
712	KVP08_005300	KVP08_005305	85	1	True
713	KVP08_005315	KVP08_005320	393	1	False
714	KVP08_005320	KVP08_005325	2	1	True
715	KVP08_005325	KVP08_005330	617	1	False
716	KVP08_005330	KVP08_005335	160	1	False
717	KVP08_005335	KVP08_005340	-3	1	True
718	KVP08_005340	KVP08_005345	-3	1	True
719	KVP08_005345	KVP08_005350	280	1	False
720	KVP08_005350	KVP08_005355	58	1	True
721	KVP08_005355	KVP08_005360	64	1	True
722	KVP08_005365	KVP08_005370	417	-1	False
723	KVP08_005385	KVP08_005390	136	-1	False
724	KVP08_005390	KVP08_005395	84	-1	True
725	KVP08_005395	KVP08_005400	7	-1	True
726	KVP08_005415	KVP08_005420	56	1	True
727	KVP08_005420	KVP08_005425	19	1	True
728	KVP08_005425	KVP08_005430	85	1	True
729	KVP08_005435	KVP08_005440	235	-1	False
730	KVP08_005445	KVP08_005450	0	1	True
731	KVP08_005465	KVP08_005470	27	-1	True
732	KVP08_005470	KVP08_005475	192	-1	False
733	KVP08_005480	KVP08_005485	-7	1	True
734	KVP08_005490	KVP08_005495	20	-1	True
735	KVP08_005495	KVP08_005500	157	-1	False
736	KVP08_005520	KVP08_005525	20	-1	True
737	KVP08_005535	KVP08_005540	123	-1	False
738	KVP08_005540	KVP08_005545	2	-1	True
739	KVP08_005545	KVP08_005550	-3	-1	True
740	KVP08_005550	KVP08_005555	56	-1	True
741	KVP08_005555	KVP08_005560	32	-1	True
742	KVP08_005560	KVP08_005565	248	-1	False
743	KVP08_005565	KVP08_005570	7	-1	True
744	KVP08_005575	KVP08_005580	186	1	False
745	KVP08_005580	KVP08_005585	218	1	False
746	KVP08_005590	KVP08_005595	124	-1	False
747	KVP08_005600	KVP08_005605	24	1	True
748	KVP08_005605	KVP08_005610	59	1	True
749	KVP08_005610	KVP08_005615	46	1	True
750	KVP08_005615	KVP08_005620	0	1	True
751	KVP08_005620	KVP08_005625	118	1	False
752	KVP08_005625	KVP08_005630	3	1	True
753	KVP08_005630	KVP08_005635	96	1	False
754	KVP08_005635	KVP08_005640	83	1	True
755	KVP08_005650	KVP08_005655	27	1	True
756	KVP08_005655	KVP08_005660	13	1	True
757	KVP08_005660	KVP08_005665	12	1	True
758	KVP08_005665	KVP08_005670	168	1	False
759	KVP08_005670	KVP08_005675	180	1	False
760	KVP08_005675	KVP08_005680	2	1	True
761	KVP08_005680	KVP08_005685	-3	1	True
762	KVP08_005685	KVP08_005690	50	1	True
763	KVP08_005690	KVP08_005695	90	1	True
764	KVP08_005695	KVP08_005700	0	1	True
765	KVP08_005700	KVP08_005705	170	1	False
766	KVP08_005710	KVP08_005715	102	-1	False
767	KVP08_005720	KVP08_005725	219	1	False
768	KVP08_005725	KVP08_005730	21	1	True
769	KVP08_005730	KVP08_005735	16	1	True
770	KVP08_005735	KVP08_005740	35	1	True
771	KVP08_005740	KVP08_005745	298	1	False
772	KVP08_005745	KVP08_005750	63	1	True
773	KVP08_005750	KVP08_005755	217	1	False
774	KVP08_005755	KVP08_005760	52	1	True
775	KVP08_005760	KVP08_005765	444	1	False
776	KVP08_005765	KVP08_005770	46	1	True
777	KVP08_005775	KVP08_005780	333	-1	False
778	KVP08_005785	KVP08_005790	-3	1	True
779	KVP08_005795	KVP08_005800	40	-1	True
780	KVP08_005800	KVP08_005805	38	-1	True
781	KVP08_005805	KVP08_005810	0	-1	True
782	KVP08_005810	KVP08_005815	119	-1	False
783	KVP08_005820	KVP08_005825	106	1	False
784	KVP08_005825	KVP08_005830	34	1	True
785	KVP08_005830	KVP08_005835	157	1	False
786	KVP08_005835	KVP08_005840	128	1	False
787	KVP08_005845	KVP08_005850	119	-1	False
788	KVP08_005850	KVP08_005855	129	-1	False
789	KVP08_005860	KVP08_005865	219	1	False
790	KVP08_005870	KVP08_005875	306	-1	False
791	KVP08_005875	KVP08_005880	476	-1	False
792	KVP08_005885	KVP08_005890	677	1	False
793	KVP08_005915	KVP08_005920	116	-1	False
794	KVP08_005920	KVP08_005925	145	-1	False
795	KVP08_005925	KVP08_005930	100	-1	False
796	KVP08_005935	KVP08_005940	201	1	False
797	KVP08_005945	KVP08_005950	69	-1	True
798	KVP08_005950	KVP08_005955	42	-1	True
799	KVP08_005955	KVP08_005960	21	-1	True
800	KVP08_005975	KVP08_005980	17	1	True
801	KVP08_005980	KVP08_005985	-3	1	True
802	KVP08_005985	KVP08_005990	762	1	False
803	KVP08_005990	KVP08_005995	10	1	True
804	KVP08_006010	KVP08_006015	-10	1	True
805	KVP08_006025	KVP08_006030	46	1	True
806	KVP08_006030	KVP08_006035	64	1	True
807	KVP08_006035	KVP08_006040	224	1	False
808	KVP08_006050	KVP08_006055	144	1	False
809	KVP08_006055	KVP08_006060	375	1	False
810	KVP08_006065	KVP08_006070	328	-1	False
811	KVP08_006070	KVP08_006075	695	-1	False
812	KVP08_006090	KVP08_006095	18	1	True
813	KVP08_006095	KVP08_006100	-3	1	True
814	KVP08_006100	KVP08_006105	3	1	True
815	KVP08_006105	KVP08_006110	119	1	False
816	KVP08_006110	KVP08_006115	68	1	True
817	KVP08_006115	KVP08_006120	157	1	False
818	KVP08_006120	KVP08_006125	230	1	False
819	KVP08_006125	KVP08_006130	124	1	False
820	KVP08_006150	KVP08_006155	229	1	False
821	KVP08_006165	KVP08_006170	105	1	False
822	KVP08_006185	KVP08_006190	2	-1	True
823	KVP08_006190	KVP08_006195	11	-1	True
824	KVP08_006195	KVP08_006200	303	-1	False
825	KVP08_006200	KVP08_006205	63	-1	True
826	KVP08_006205	KVP08_006210	750	-1	False
827	KVP08_006220	KVP08_006225	22	-1	True
828	KVP08_006225	KVP08_006230	3	-1	True
829	KVP08_006235	KVP08_006240	4	1	True
830	KVP08_006240	KVP08_006245	217	1	False
831	KVP08_006255	KVP08_006260	-19	1	True
832	KVP08_006260	KVP08_006265	88	1	True
833	KVP08_006265	KVP08_006270	154	1	False
834	KVP08_006285	KVP08_006290	712	-1	False
835	KVP08_006290	KVP08_006295	111	-1	False
836	KVP08_006295	KVP08_006300	15	-1	True
837	KVP08_006300	KVP08_006305	57	-1	True
838	KVP08_006305	KVP08_006310	150	-1	False
839	KVP08_006325	KVP08_006330	186	1	False
840	KVP08_006330	KVP08_006335	81	1	True
841	KVP08_006335	KVP08_006340	227	1	False
842	KVP08_006340	KVP08_006345	469	1	False
843	KVP08_006355	KVP08_006360	29	1	True
844	KVP08_006360	KVP08_006365	164	1	False
845	KVP08_006380	KVP08_006385	240	-1	False
846	KVP08_006385	KVP08_006390	289	-1	False
847	KVP08_006390	KVP08_006395	179	-1	False
848	KVP08_006395	KVP08_006400	62	-1	True
849	KVP08_006415	KVP08_006420	135	1	False
850	KVP08_006420	KVP08_006425	176	1	False
851	KVP08_006425	KVP08_006430	71	1	True
852	KVP08_006430	KVP08_006435	49	1	True
853	KVP08_006435	KVP08_006440	5	1	True
854	KVP08_006440	KVP08_006445	134	1	False
855	KVP08_006450	KVP08_006455	168	-1	False
856	KVP08_006455	KVP08_006460	-10	-1	True
857	KVP08_006460	KVP08_006465	-3	-1	True
858	KVP08_006470	KVP08_006475	91	1	True
859	KVP08_006475	KVP08_006480	207	1	False
860	KVP08_006480	KVP08_006485	70	1	True
861	KVP08_006485	KVP08_006490	165	1	False
862	KVP08_006490	KVP08_006495	125	1	False
863	KVP08_006500	KVP08_006505	104	-1	False
864	KVP08_006505	KVP08_006510	8	-1	True
865	KVP08_006520	KVP08_006525	155	-1	False
866	KVP08_006525	KVP08_006530	23	-1	True
867	KVP08_006540	KVP08_006545	129	-1	False
868	KVP08_006545	KVP08_006550	9	-1	True
869	KVP08_006550	KVP08_006555	105	-1	False
870	KVP08_006555	KVP08_006560	-3	-1	True
871	KVP08_006565	KVP08_006570	169	1	False
872	KVP08_006570	KVP08_006575	62	1	True
873	KVP08_006590	KVP08_006595	0	-1	True
874	KVP08_006610	KVP08_006615	-7	1	True
875	KVP08_006620	KVP08_006625	-3	-1	True
876	KVP08_006630	KVP08_006635	-13	1	True
877	KVP08_006645	KVP08_006650	-48	1	True
878	KVP08_006650	KVP08_006655	217	1	False
879	KVP08_006655	KVP08_006660	210	1	False
880	KVP08_006665	KVP08_006670	223	-1	False
881	KVP08_006670	KVP08_006675	19	-1	True
882	KVP08_006675	KVP08_006680	69	-1	True
883	KVP08_006685	KVP08_006690	120	1	False
884	KVP08_006690	KVP08_006695	70	1	True
885	KVP08_006695	KVP08_006700	30	1	True
886	KVP08_006700	KVP08_006705	83	1	True
887	KVP08_006705	KVP08_006710	21	1	True
888	KVP08_006710	KVP08_006715	5	1	True
889	KVP08_006715	KVP08_006720	50	1	True
890	KVP08_006720	KVP08_006725	32	1	True
891	KVP08_006725	KVP08_006730	66	1	True
892	KVP08_006730	KVP08_006735	4	1	True
893	KVP08_006735	KVP08_006740	33	1	True
894	KVP08_006740	KVP08_006745	-3	1	True
895	KVP08_006745	KVP08_006750	117	1	False
896	KVP08_006750	KVP08_006755	0	1	True
897	KVP08_006755	KVP08_006760	118	1	False
898	KVP08_006760	KVP08_006765	80	1	True
899	KVP08_006775	KVP08_006780	269	1	False
900	KVP08_006780	KVP08_006785	185	1	False
901	KVP08_006785	KVP08_006790	88	1	True
902	KVP08_006790	KVP08_006795	38	1	True
903	KVP08_006795	KVP08_006800	347	1	False
904	KVP08_006800	KVP08_006805	63	1	True
905	KVP08_006805	KVP08_006810	144	1	False
906	KVP08_006810	KVP08_006815	5	1	True
907	KVP08_006820	KVP08_006825	491	-1	False
908	KVP08_006825	KVP08_006830	305	-1	False
909	KVP08_006830	KVP08_006835	94	-1	False
910	KVP08_006835	KVP08_006840	74	-1	True
911	KVP08_006840	KVP08_006845	0	-1	True
912	KVP08_006850	KVP08_006855	82	1	True
913	KVP08_006855	KVP08_006860	276	1	False
914	KVP08_006860	KVP08_006865	338	1	False
915	KVP08_006865	KVP08_006870	85	1	True
916	KVP08_006870	KVP08_006875	301	1	False
917	KVP08_006875	KVP08_006880	459	1	False
918	KVP08_006890	KVP08_006895	70	1	True
919	KVP08_006895	KVP08_006900	392	1	False
920	KVP08_006900	KVP08_006905	136	1	False
921	KVP08_006905	KVP08_006910	164	1	False
922	KVP08_006910	KVP08_006915	65	1	True
923	KVP08_006915	KVP08_006920	0	1	True
924	KVP08_006920	KVP08_006925	101	1	False
925	KVP08_006925	KVP08_006930	20	1	True
926	KVP08_006930	KVP08_006935	208	1	False
927	KVP08_006935	KVP08_006940	58	1	True
928	KVP08_006950	KVP08_006955	488	1	False
929	KVP08_006960	KVP08_006965	69	-1	True
930	KVP08_006965	KVP08_006970	176	-1	False
931	KVP08_006970	KVP08_006975	60	-1	True
932	KVP08_006975	KVP08_006980	332	-1	False
933	KVP08_006980	KVP08_006985	96	-1	False
934	KVP08_006985	KVP08_006990	21	-1	True
935	KVP08_006990	KVP08_006995	404	-1	False
936	KVP08_006995	KVP08_007000	11	-1	True
937	KVP08_007005	KVP08_007010	223	1	False
938	KVP08_007010	KVP08_007015	-3	1	True
939	KVP08_007015	KVP08_007020	96	1	False
940	KVP08_007020	KVP08_007025	-10	1	True
941	KVP08_007025	KVP08_007030	244	1	False
942	KVP08_007030	KVP08_007035	231	1	False
943	KVP08_007035	KVP08_007040	78	1	True
944	KVP08_007040	KVP08_007045	42	1	True
945	KVP08_007050	KVP08_007055	495	-1	False
946	KVP08_007055	KVP08_007060	28	-1	True
947	KVP08_007065	KVP08_007070	304	1	False
948	KVP08_007075	KVP08_007080	253	-1	False
949	KVP08_007085	KVP08_007090	97	1	False
950	KVP08_007100	KVP08_007105	60	1	True
951	KVP08_007105	KVP08_007110	34	1	True
952	KVP08_007110	KVP08_007115	128	1	False
953	KVP08_007115	KVP08_007120	319	1	False
954	KVP08_007125	KVP08_007130	499	-1	False
955	KVP08_007145	KVP08_007150	655	1	False
956	KVP08_007150	KVP08_007155	89	1	True
957	KVP08_007165	KVP08_007170	255	1	False
958	KVP08_007170	KVP08_007175	171	1	False
959	KVP08_007175	KVP08_007180	0	1	True
960	KVP08_007180	KVP08_007185	142	1	False
961	KVP08_007190	KVP08_007195	25	-1	True
962	KVP08_007200	KVP08_007205	469	1	False
963	KVP08_007205	KVP08_007210	444	1	False
964	KVP08_007210	KVP08_007215	273	1	False
965	KVP08_007215	KVP08_007220	154	1	False
966	KVP08_007220	KVP08_007225	183	1	False
967	KVP08_007225	KVP08_007230	111	1	False
968	KVP08_007240	KVP08_007245	13	1	True
969	KVP08_007245	KVP08_007250	6	1	True
970	KVP08_007250	KVP08_007255	8	1	True
971	KVP08_007255	KVP08_007260	21	1	True
972	KVP08_007260	KVP08_007265	-10	1	True
973	KVP08_007265	KVP08_007270	107	1	False
974	KVP08_007275	KVP08_007280	-3	-1	True
975	KVP08_007280	KVP08_007285	66	-1	True
976	KVP08_007285	KVP08_007290	159	-1	False
977	KVP08_007290	KVP08_007295	128	-1	False
978	KVP08_007295	KVP08_007300	14	-1	True
979	KVP08_007300	KVP08_007305	143	-1	False
980	KVP08_007305	KVP08_007310	111	-1	False
981	KVP08_007310	KVP08_007315	36	-1	True
982	KVP08_007320	KVP08_007325	266	1	False
983	KVP08_007330	KVP08_007335	255	-1	False
984	KVP08_007335	KVP08_007340	59	-1	True
985	KVP08_007340	KVP08_007345	260	-1	False
986	KVP08_007345	KVP08_007350	229	-1	False
987	KVP08_007360	KVP08_007365	0	-1	True
988	KVP08_007365	KVP08_007370	220	-1	False
989	KVP08_007370	KVP08_007375	13	-1	True
990	KVP08_007375	KVP08_007380	69	-1	True
991	KVP08_007380	KVP08_007385	334	-1	False
992	KVP08_007385	KVP08_007390	247	-1	False
993	KVP08_007390	KVP08_007395	36	-1	True
994	KVP08_007395	KVP08_007400	14	-1	True
995	KVP08_007405	KVP08_007410	-7	1	True
996	KVP08_007410	KVP08_007415	184	1	False
997	KVP08_007430	KVP08_007435	10	-1	True
998	KVP08_007465	KVP08_007470	90	1	True
999	KVP08_007470	KVP08_007475	100	1	False
1000	KVP08_007475	KVP08_007480	133	1	False
1001	KVP08_007480	KVP08_007485	260	1	False
1002	KVP08_007485	KVP08_007490	227	1	False
1003	KVP08_007495	KVP08_007500	119	-1	False
1004	KVP08_007500	KVP08_007505	106	-1	False
1005	KVP08_007505	KVP08_007510	-19	-1	True
1006	KVP08_007510	KVP08_007515	4	-1	True
1007	KVP08_007515	KVP08_007520	-13	-1	True
1008	KVP08_007520	KVP08_007525	0	-1	True
1009	KVP08_007525	KVP08_007530	70	-1	True
1010	KVP08_007535	KVP08_007540	18	1	True
1011	KVP08_007540	KVP08_007545	-13	1	True
1012	KVP08_007545	KVP08_007550	95	1	False
1013	KVP08_007550	KVP08_007555	-3	1	True
1014	KVP08_007555	KVP08_007560	319	1	False
1015	KVP08_007560	KVP08_007565	206	1	False
1016	KVP08_007575	KVP08_007580	34	-1	True
1017	KVP08_007580	KVP08_007585	6	-1	True
1018	KVP08_007585	KVP08_007590	10	-1	True
1019	KVP08_007590	KVP08_007595	-9	-1	True
1020	KVP08_007595	KVP08_007600	10	-1	True
1021	KVP08_007605	KVP08_007610	221	1	False
1022	KVP08_007610	KVP08_007615	278	1	False
1023	KVP08_007615	KVP08_007620	74	1	True
1024	KVP08_007620	KVP08_007625	390	1	False
1025	KVP08_007625	KVP08_007630	0	1	True
1026	KVP08_007630	KVP08_007635	0	1	True
1027	KVP08_007635	KVP08_007640	14	1	True
1028	KVP08_007640	KVP08_007645	2	1	True
1029	KVP08_007645	KVP08_007650	3	1	True
1030	KVP08_007660	KVP08_007665	180	1	False
1031	KVP08_007665	KVP08_007670	75	1	True
1032	KVP08_007670	KVP08_007675	71	1	True
1033	KVP08_007675	KVP08_007680	23	1	True
1034	KVP08_007690	KVP08_007695	280	1	False
1035	KVP08_007695	KVP08_007700	-3	1	True
1036	KVP08_007700	KVP08_007705	257	1	False
1037	KVP08_007710	KVP08_007715	128	-1	False
1038	KVP08_007715	KVP08_007720	58	-1	True
1039	KVP08_007720	KVP08_007725	99	-1	False
1040	KVP08_007730	KVP08_007735	165	1	False
1041	KVP08_007735	KVP08_007740	354	1	False
1042	KVP08_007740	KVP08_007745	106	1	False
1043	KVP08_007745	KVP08_007750	126	1	False
1044	KVP08_007750	KVP08_007755	264	1	False
1045	KVP08_007755	KVP08_007760	58	1	True
1046	KVP08_007775	KVP08_007780	139	-1	False
1047	KVP08_007780	KVP08_007785	196	-1	False
1048	KVP08_007785	KVP08_007790	-3	-1	True
1049	KVP08_007800	KVP08_007805	-13	-1	True
1050	KVP08_007805	KVP08_007810	78	-1	True
1051	KVP08_007810	KVP08_007815	152	-1	False
1052	KVP08_007815	KVP08_007820	150	-1	False
1053	KVP08_007820	KVP08_007825	411	-1	False
1054	KVP08_007830	KVP08_007835	33	1	True
1055	KVP08_007835	KVP08_007840	1	1	True
1056	KVP08_007840	KVP08_007845	-10	1	True
1057	KVP08_007860	KVP08_007865	234	-1	False
1058	KVP08_007865	KVP08_007870	276	-1	False
1059	KVP08_007875	KVP08_007880	76	1	True
1060	KVP08_007880	KVP08_007885	-25	1	True
1061	KVP08_007890	KVP08_007895	208	-1	False
1062	KVP08_007900	KVP08_007905	34	1	True
1063	KVP08_007905	KVP08_007910	307	1	False
1064	KVP08_007915	KVP08_007920	146	-1	False
1065	KVP08_007925	KVP08_007930	113	1	False
1066	KVP08_007940	KVP08_007945	18	1	True
1067	KVP08_007945	KVP08_007950	16	1	True
1068	KVP08_007950	KVP08_007955	10	1	True
1069	KVP08_007955	KVP08_007960	105	1	False
1070	KVP08_007960	KVP08_007965	10	1	True
1071	KVP08_007965	KVP08_007970	164	1	False
1072	KVP08_007970	KVP08_007975	208	1	False
1073	KVP08_007975	KVP08_007980	178	1	False
1074	KVP08_007980	KVP08_007985	117	1	False
1075	KVP08_007985	KVP08_007990	341	1	False
1076	KVP08_008000	KVP08_008005	281	1	False
1077	KVP08_008005	KVP08_008010	279	1	False
1078	KVP08_008010	KVP08_008015	223	1	False
1079	KVP08_008020	KVP08_008025	469	-1	False
1080	KVP08_008025	KVP08_008030	198	-1	False
1081	KVP08_008030	KVP08_008035	141	-1	False
1082	KVP08_008035	KVP08_008040	0	-1	True
1083	KVP08_008045	KVP08_008050	203	1	False
1084	KVP08_008070	KVP08_008075	1038	1	False
1085	KVP08_008075	KVP08_008080	171	1	False
1086	KVP08_008080	KVP08_008085	-10	1	True
1087	KVP08_008085	KVP08_008090	0	1	True
1088	KVP08_008090	KVP08_008095	1	1	True
1089	KVP08_008095	KVP08_008100	10	1	True
1090	KVP08_008100	KVP08_008105	47	1	True
1091	KVP08_008105	KVP08_008110	25	1	True
1092	KVP08_008110	KVP08_008165	1452	1	False
1093	KVP08_008170	KVP08_008175	61	-1	True
1094	KVP08_008175	KVP08_008180	227	-1	False
1095	KVP08_008195	KVP08_008200	219	1	False
1096	KVP08_008200	KVP08_008205	134	1	False
1097	KVP08_008205	KVP08_008210	54	1	True
1098	KVP08_008215	KVP08_008220	678	-1	False
1099	KVP08_008220	KVP08_008225	409	-1	False
1100	KVP08_008230	KVP08_008235	325	1	False
1101	KVP08_008255	KVP08_008260	-3	1	True
1102	KVP08_008260	KVP08_008265	-13	1	True
1103	KVP08_008265	KVP08_008270	114	1	False
1104	KVP08_008270	KVP08_008275	336	1	False
1105	KVP08_008275	KVP08_008280	96	1	False
1106	KVP08_008280	KVP08_008285	69	1	True
1107	KVP08_008285	KVP08_008290	91	1	True
1108	KVP08_008290	KVP08_008295	111	1	False
1109	KVP08_008295	KVP08_008300	51	1	True
1110	KVP08_008300	KVP08_008305	129	1	False
1111	KVP08_008305	KVP08_008310	35	1	True
1112	KVP08_008330	KVP08_008335	164	1	False
1113	KVP08_008335	KVP08_008340	17	1	True
1114	KVP08_008370	KVP08_008375	181	1	False
1115	KVP08_008380	KVP08_008385	116	-1	False
1116	KVP08_008390	KVP08_008395	149	1	False
1117	KVP08_008400	KVP08_008405	81	-1	True
1118	KVP08_008410	KVP08_008415	129	1	False
1119	KVP08_008425	KVP08_008430	107	1	False
1120	KVP08_008430	KVP08_008435	0	1	True
1121	KVP08_008450	KVP08_008455	278	-1	False
1122	KVP08_008455	KVP08_008460	535	-1	False
1123	KVP08_008460	KVP08_008465	-7	-1	True
1124	KVP08_008465	KVP08_008470	117	-1	False
1125	KVP08_008475	KVP08_008480	202	1	False
1126	KVP08_008485	KVP08_008490	58	-1	True
1127	KVP08_008495	KVP08_008500	209	1	False
1128	KVP08_008500	KVP08_008505	149	1	False
1129	KVP08_008515	KVP08_008520	53	1	True
1130	KVP08_008520	KVP08_008525	365	1	False
1131	KVP08_008545	KVP08_008550	135	1	False
1132	KVP08_008550	KVP08_008555	0	1	True
1133	KVP08_008555	KVP08_008560	380	1	False
1134	KVP08_008560	KVP08_008565	182	1	False
